what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468291743196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291778520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291778724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291781578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291781789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1468291784387
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1468291791415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291795017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291795568
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468291800175
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291809116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291809139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291813878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291825978
activated,view,org.testng.eclipse,6.9.11.201604020423,"org.testng.eclipse.ResultView",1468291825999
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468291826244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291834664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291858849
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468291860622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1468291881486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291884410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291885421
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468291889994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291898383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291898414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291903283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291920079
activated,view,org.testng.eclipse,6.9.11.201604020423,"org.testng.eclipse.ResultView",1468291920128
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468291920384
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468291925221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291931262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291935633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1468291937532
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468291941135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291948546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291948561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291952727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468291972076
activated,view,org.testng.eclipse,6.9.11.201604020423,"org.testng.eclipse.ResultView",1468291972106
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468291972446
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468291995900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468292123329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468292126431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1468292126622
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468292130070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468292136951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468292140820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468292155078
activated,view,org.testng.eclipse,6.9.11.201604020423,"org.testng.eclipse.ResultView",1468292155410
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468292155644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468292241453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468292255022
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468292256696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468292407149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468292408334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1468292409908
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468292413091
