what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1469672616382
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1469672616384
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1469672616386
os,sysinfo,,,"win32",1469672616395
arch,sysinfo,,,"x86_64",1469672616395
ws,sysinfo,,,"win32",1469672616395
locale,sysinfo,,,"en_US",1469672616395
processors,sysinfo,,,"4",1469672616395
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1469672616396
java.runtime.version,sysinfo,,,"1.7.0_79-b15",1469672616396
java.specification.name,sysinfo,,,"Java Platform API Specification",1469672616396
java.specification.vendor,sysinfo,,,"Oracle Corporation",1469672616396
java.specification.version,sysinfo,,,"1.7",1469672616396
java.vendor,sysinfo,,,"Oracle Corporation",1469672616396
java.version,sysinfo,,,"1.7.0_79",1469672616396
java.vm.info,sysinfo,,,"mixed mode",1469672616396
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1469672616396
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1469672616396
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1469672616396
java.vm.specification.version,sysinfo,,,"1.7",1469672616396
java.vm.vendor,sysinfo,,,"Oracle Corporation",1469672616396
java.vm.version,sysinfo,,,"24.79-b02",1469672616396
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1469672617001
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1469672619511
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1469672620317
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1469672620406
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1469672794186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469672804967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469672809999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469672830140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469673090026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469673090978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469673332158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469673495634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469673559252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469673559500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469673563253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469673634246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469673642444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674278169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674283430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674293398
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469674294397
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469674294522
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1469674295146
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469674295286
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1469674299482
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1469674299716
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1469674299857
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1469674299935
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1469674300169
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1469674300200
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1469674300247
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1469674300372
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1469674300403
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1469674300684
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1469674300699
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1469674301635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1469674302025
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1469674302103
started,bundle,org.testng.eclipse,6.9.11.201604020423,"org.testng.eclipse",1469674302228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1469674307626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674320219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674337051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469674343637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674348428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674366777
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469674372053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674376784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674528644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674530765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674533355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674535510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674572814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674613378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674613549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1469674629276
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1469674630729
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1469674632211
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1469674632648
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1469674632710
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1469674632960
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1469674633162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674634208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674634348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674640999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674642585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674647066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674647081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674650903
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1469674662300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469674662352
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1469674662395
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469674668072
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1469674669921
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469674676500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1469674689546
